CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
JONES,3122,1941,24,1,1,2011,4403,2285,15,397,73,3225,3643,232,7100,2020-03-14,,7626,2507,4960,32.87437713086808,65.04065040650407,0.10287081888328371,474.618408203125,16.067644803056734,40.93889325990034,25.452399685287176,0.3147128245476003,0.013113034356150013,0.013113034356150013,26.370312090217677,93.1025439286651,91.14479457518947,29.96328350380278,32.183098591549296,88.77016129032258,57.736690270128506,62.014084507042256,democrats,40.93889325990034
LEE,13448,10508,211,4,18,12104,24160,7345,137,4651,2616,15718,19019,1556,36293,2020-03-14,,41586,8655,28283,20.812292598470638,68.01086904246621,0.5609737574193858,259.2414794921875,160.41414391501044,32.337805992401286,25.268119078536046,0.5073822921175396,0.009618621651517337,0.04328379743182802,29.105949117491463,87.27215889962969,84.86424032351242,17.66219400759871,20.23806243628248,85.42233850723049,58.09647477516472,66.56931088639682,democrats,32.337805992401286
LENOIR,18487,9623,112,2,10,8759,19245,15511,64,2173,628,15845,19860,1288,36993,2020-03-14,,42517,17241,23189,40.55083848813416,54.540536726485875,0.573532468720243,401.9778564453125,105.76950774348006,43.481430957028955,22.63329962132794,0.26342404214784676,0.00470400075264012,0.0235200037632006,20.601171296187406,87.00754992120798,89.96577924714343,36.481877837100456,41.92955423999135,82.99193583164431,45.26424724227956,52.02335577001054,democrats,43.481430957028955
LINCOLN,12206,26427,300,12,29,18734,49979,3123,83,4523,1455,26469,28869,2370,57708,2020-03-14,,61892,3374,55369,5.451431525883797,89.4606734311381,0.8348912565334639,307.111279296875,201.52955678378362,19.72145026820914,42.69857170555161,0.4847153105409423,0.019388612421637693,0.04685581335229109,30.268855425580043,93.23983713565566,92.56075874333136,5.045886382731209,5.411728009981285,90.26531091404938,80.75195501841918,86.60670964164414,republicans,42.69857170555161
MACON,5868,10831,147,14,14,8788,24353,182,50,1077,342,11825,13582,255,25662,2020-03-14,,26906,370,25490,1.3751579573329369,94.73723333085557,0.3629481055433558,519.645556640625,51.77760043584395,21.809261874674792,40.254961718575785,0.5463465398052479,0.05203300379097599,0.05203300379097599,32.661859808221216,95.37649594885899,49.189189189189186,0.6764290492826879,0.7092198581560284,95.53942722636327,90.51141009440273,94.89907255864702,republicans,40.254961718575785
MADISON,5854,4329,113,10,5,6036,15168,176,27,976,166,7556,8074,717,16347,2020-03-14,,17302,349,16421,2.0171078488036067,94.90810310946712,0.233395083702934,451.763671875,38.298785575630234,33.834238816321815,25.020228875274533,0.6531036874349786,0.05779678649867068,0.02889839324933534,34.88614033059762,94.48040688937695,50.429799426934096,1.0172234423766038,1.0766501498745946,92.3695268254065,87.66616576118368,92.78766746191963,unaffiliated,34.88614033059762
MARTIN,8927,3241,38,2,6,3789,8647,6811,29,516,127,7052,8739,212,16003,2020-03-14,,18005,7664,9870,42.56595390169397,54.81810608164399,0.24287819223623436,462.456005859375,38.933433173911496,49.58067203554568,18.000555401277424,0.21105248542071647,0.011108025548458762,0.03332407664537628,21.044154401555122,88.88086642599278,88.87004175365344,37.82838100527631,42.56076985565206,87.60891590678824,48.025548458761456,54.03361869649441,democrats,49.58067203554568
MCDOWELL,6950,11321,154,8,10,9574,26549,799,25,644,374,13270,14747,0,28017,2020-03-14,,34704,1327,32124,3.8237667127708623,92.56569847856154,0.4681391159881298,448.05595703125,77.45461131672789,20.02650991240203,32.62159981558322,0.4437528815122176,0.023052097740894423,0.02881512217611803,27.5875979714154,80.73132780082987,60.21100226073851,2.30232826187183,2.8518399543134527,82.6453741750716,76.50126786537575,94.76032408894599,republicans,32.62159981558322
MECKLENBURG,321975,164070,5066,231,325,254201,397360,238922,2030,107556,35341,323698,389246,32924,745868,2020-03-14,,709447,236096,395360,33.27887777381538,55.72791202161684,9.570075248398764,549.38505859375,1291.3474600418826,45.38393988557285,23.126463287602878,0.7140773024623404,0.0325605718256614,0.04581032832614698,35.83086544872274,105.13371682451262,101.19697072377338,33.67721619796828,32.03274574053318,100.50586806960744,56.00982173439313,53.27484219727887,democrats,45.38393988557285
MITCHELL,1049,6202,34,1,3,3123,9831,31,9,541,96,4854,5277,281,10412,2020-03-14,,11930,53,11452,0.44425817267393125,95.99329421626153,0.16092956586383092,221.617919921875,53.83138693931239,8.792958927074602,51.98658843252305,0.28499580888516346,0.008382229673093043,0.025146689019279127,26.17770326906957,87.27577535624476,58.490566037735846,0.2598491198658843,0.29773338455628123,85.84526720223542,82.40569991617771,94.41990011525164,republicans,51.98658843252305
MONTGOMERY,6280,5218,73,1,17,4433,11440,3190,42,1350,599,7368,8225,429,16022,2020-03-14,,19440,3883,14347,19.974279835390945,73.80144032921811,0.26223560439169097,501.343896484375,38.775778734559445,32.30452674897119,26.84156378600823,0.37551440329218105,0.0051440329218107,0.0874485596707819,22.80349794238683,82.41769547325103,82.15297450424929,16.409465020576132,19.910123580077393,79.7379243047327,58.8477366255144,71.40182249407066,democrats,32.30452674897119
MOORE,15890,28363,434,16,32,24380,56459,7919,310,4427,1260,30962,36973,1180,69115,2020-03-14,,73101,9057,60020,12.38970739114376,82.10557995102666,0.9860949031191873,705.23017578125,103.65551916297275,21.7370487407833,38.79974282157563,0.5936991286028919,0.021887525478447627,0.04377505095689525,33.351116947784575,94.54727021518174,87.43513304626256,10.832957141489173,11.457715401866455,94.06697767410863,77.23423756172966,81.68849019749693,republicans,38.79974282157563
NASH,31480,18700,232,8,38,15339,34587,26370,326,4514,1338,28826,35151,1820,65797,2020-03-14,,70634,28213,38595,39.942520599144885,54.640824532095024,0.9528163415947891,542.717626953125,130.14871176480273,44.56777189455503,26.474502364300477,0.3284537191720701,0.011325990316278279,0.053798454002321826,21.716170682674065,93.15202310502025,93.46755042001914,37.33329558003228,40.077815097952794,89.61523513408473,48.966503383639605,52.56622642369713,democrats,44.56777189455503
NEW HANOVER,50740,52399,1246,59,71,63556,131454,20582,384,15651,3106,72373,85094,10604,168071,2020-03-14,,176835,23260,143676,13.153504679503492,81.24862159640342,2.385413225442627,219.5846923828125,805.3156988362152,28.693414765176577,29.631577459213393,0.704611643622586,0.03336443577346113,0.040150422710436284,35.94084881386603,95.04396754036249,88.48667239896818,11.639098594735206,12.246015076961521,91.4933600601353,74.33709390109424,78.21337410975124,unaffiliated,35.94084881386603
NORTHAMPTON,9083,1389,26,4,3,2963,5204,7744,33,487,48,5887,7149,432,13468,2020-03-14,,16290,9203,6620,56.49478207489257,40.63842848373235,0.21974372405044473,549.893212890625,29.62393355314992,55.758133824432164,8.52670349907919,0.1596071209330878,0.024554941682013505,0.01841620626151013,18.189073050951503,82.67648864333947,84.14647397587743,47.538367096378146,57.499257499257496,78.61027190332327,31.94597912829957,38.63973863973864,democrats,55.758133824432164
ONSLOW,24805,39506,1084,41,81,41003,74654,18282,372,13212,5714,46502,55631,4387,106520,2020-03-14,,144189,21195,100276,14.69945696273641,69.5448335171199,1.945035471277445,819.47216796875,175.9535047509979,17.203115355540298,27.398761347953034,0.7517910520219989,0.028434901414116195,0.05617626864740029,28.436982016658693,73.87526094223554,86.25619249823072,12.679191893972494,17.162974089372888,74.44852207906179,51.775100735839764,70.08449117536613,unaffiliated,28.436982016658693
ORANGE,51478,14808,671,38,26,43447,78214,12185,265,19804,3831,46601,55885,7982,110468,2020-03-14,,104618,12928,80545,12.357338125370395,76.98961937716263,1.411243027790634,401.513720703125,260.5589662460214,49.20568162266532,14.154352023552352,0.641381024297922,0.03632262134623105,0.024852319868473877,41.52918235867633,105.59177197040663,94.25278465346534,11.647135292205931,11.030343628924212,97.10596560928673,74.7615133151083,70.80240431618206,democrats,49.20568162266532
PAMLICO,3240,3284,44,1,5,2624,7140,1517,28,513,83,4181,4729,288,9198,2020-03-14,,10572,2132,8061,20.166477487703368,76.24858115777525,0.1426108441167159,561.64560546875,18.82325775731228,30.64699205448354,31.06318577374196,0.41619371925841847,0.009458948164964056,0.04729474082482028,24.82027998486568,87.00340522133939,71.15384615384616,14.349224366250473,16.4927158077843,88.57461853368069,67.53688989784337,77.62557077625571,republicans,31.06318577374196
PASQUOTANK,11316,6229,167,14,9,9433,15563,9678,40,1887,276,11867,14338,963,27168,2020-03-14,,30047,11278,17357,37.53452923752787,57.76616633940161,0.4053185805121985,289.19130859375,103.9000796604486,37.66099777016008,20.73085499384298,0.5557959197257629,0.04659366991712983,0.02995307351815489,31.39414916630612,90.41834459347022,85.81308742684874,32.209538389855894,35.62279151943463,89.66411246183097,51.7955203514494,57.284305064782096,democrats,37.66099777016008
PENDER,11463,15974,273,10,24,13648,32080,5996,99,3217,838,18852,21087,1453,41392,2020-03-14,,44201,7009,34911,15.857107305264586,78.9823759643447,0.5962487628455315,880.38857421875,50.20623994265671,25.93380240266057,36.13945385850999,0.6176330852243161,0.022623922535689237,0.05429741408565417,30.87712947670867,93.6449401597249,85.54715365958054,13.565303952399267,14.485890993428681,91.89080805476785,72.57754349449108,77.50289911093931,republicans,36.13945385850999
PERQUIMANS,3485,2793,40,3,7,3240,7030,2171,22,345,45,4356,5060,152,9568,2020-03-14,,10751,2492,7942,23.179239140545064,73.8721979350758,0.1450254620789645,328.957568359375,32.682026601847014,32.41558924751186,25.978978699655848,0.37205841317086785,0.027904380987815086,0.06511022230490186,30.136731466840295,88.99637243047158,87.11878009630819,20.19347037484885,22.690217391304348,88.51674641148325,65.38926611478001,73.47408026755853,democrats,32.41558924751186
PERSON,11041,6799,105,4,8,8077,17400,6978,122,1534,354,11535,13756,743,26034,2020-03-14,,30124,8161,20847,27.091355729650775,69.20395697782499,0.40635727092054,404.0411376953125,74.5567646201326,36.65183906519719,22.570043818881956,0.34855928827512944,0.01327844907714779,0.02655689815429558,26.81250829903067,86.42278581861639,85.50422742310991,23.16425441508432,26.803410924176077,83.46524679810045,57.76125348559288,66.83567642313898,democrats,36.65183906519719
PITT,51916,30743,742,52,63,36903,67609,41859,259,10692,2786,50726,64155,5538,120419,2020-03-14,,133905,45435,80498,33.930771815839584,60.11575370598559,1.806309599077643,654.7935546875,204.49956943132423,38.77077032224338,22.958814084612225,0.554124192524551,0.03883350136290654,0.047048280497367534,27.559090399910385,89.92868078115082,92.12941564872895,31.260221799036632,34.761125735971895,83.98842207259808,50.4902729547067,56.14479442612877,democrats,38.77077032224338
POLK,3909,5605,81,9,8,5862,14090,663,7,714,207,6998,8212,264,15474,2020-03-14,,16692,813,15120,4.8705966930266,90.5823148813803,0.2251664973511371,238.625048828125,69.95074524645895,23.418404025880662,33.57895998082914,0.4852624011502516,0.05391804457225018,0.047927150730889045,35.11861969805895,92.70309130122214,81.54981549815498,3.97196261682243,4.284606436603335,93.18783068783068,84.41169422477833,91.05596484425487,unaffiliated,35.11861969805895
RANDOLPH,16841,45543,509,20,43,26039,75978,5642,272,7103,2927,40743,45633,2619,88995,2020-03-14,,103503,6494,90833,6.2742142739823965,87.75880892341284,1.3962022510984151,790.106201171875,130.99884527736364,16.271025960600177,44.00162314135822,0.49177318531829994,0.01932311140739882,0.04154468952590746,25.15772489686289,85.9830149850729,86.88019710502002,5.451049728027207,6.339682004607001,83.64581154426254,73.40656792556737,85.3733355806506,republicans,44.00162314135822
RICHMOND,14071,6091,84,8,19,8042,16966,9375,394,1580,395,12617,15120,578,28315,2020-03-14,,33586,10705,20919,31.87339963079855,62.284880605013996,0.453057870838443,479.52216796875,70.04055754558728,41.89543262073483,18.135532662418864,0.25010421008753647,0.023819448579765378,0.056571190376942776,23.944500684809146,84.30596081700709,87.57589911256422,27.913416304412554,33.10965919124139,81.10330321717099,50.51509557553743,59.91877096945082,democrats,41.89543262073483
ROBESON,43405,9951,204,12,53,20493,21270,20558,25953,6337,1663,32551,40510,1057,74118,2020-03-14,,95509,24081,28303,25.213330680878244,29.633856495199407,1.288367301432408,950.2998046875,100.50407200852527,45.44597891298202,10.418913400831336,0.21359243631490227,0.012564260959700133,0.05549215257200892,21.456616653927902,77.60315781758787,85.37020887836884,21.52467306745961,27.736852046736285,75.15104405893368,22.270152551068485,28.697482392940987,democrats,45.44597891298202
ROCKINGHAM,19997,21226,262,11,27,16902,43021,11308,107,3989,894,26698,31727,0,58425,2020-03-14,,70659,13518,53939,19.131320850847025,76.33705543525949,0.9531535787403546,571.95791015625,123.53881071545467,28.300711869683976,30.040051515022856,0.37079494473457025,0.015567726687329286,0.03821169277799007,23.92051967902178,82.6858574279285,83.65142772599496,16.003623034574506,19.354728284124946,79.7586162146128,60.885379074144836,73.63457424047925,republicans,30.040051515022856
ROWAN,24797,37961,425,29,50,28315,68698,15530,175,7174,2049,41024,46915,3638,91577,2020-03-14,,104212,16806,81410,16.126741642037384,78.11960234905769,1.405766296546651,523.566357421875,199.04258270748463,23.794764518481557,36.42670709707136,0.40782251564119293,0.027827889302575518,0.04797911948719917,27.17057536560089,87.87567650558476,92.40747352136142,14.902314512724063,16.95840658680673,84.38521066208082,65.92139101063218,75.01665265295871,republicans,36.42670709707136
RUTHERFORD,12275,17399,213,11,19,13649,36554,4199,66,2747,629,19501,22507,1558,43566,2020-03-14,,51906,5171,44887,9.96223943282087,86.47747851886102,0.700185251108802,565.29853515625,91.82051035326502,23.648518475706084,33.520209609679036,0.41035718414056177,0.02119215504951258,0.03660463144915809,26.2956112973452,83.93249335336955,81.20286211564495,8.089623550263939,9.63825001147684,81.4356049635752,70.42345778908026,83.90487995225635,republicans,33.520209609679036
SAMPSON,14400,13717,131,5,19,7934,21649,10606,524,3427,1991,15982,19436,788,36206,2020-03-14,,43220,12432,26491,28.76446089773253,61.29338269319759,0.5830155772535434,946.66669921875,45.65492800757428,33.31790837575197,31.737621471540955,0.3031004164738547,0.01156871818602499,0.04396112910689495,18.35724201758445,83.77140212864414,85.31209781209782,24.539565016196207,29.29348726730376,81.72209429617605,50.090236001851,59.79395680273988,democrats,33.31790837575197
SCOTLAND,11226,3666,69,6,19,6148,9743,8445,1571,1375,185,8917,11494,723,21134,2020-03-14,,26700,10244,12615,38.36704119850187,47.247191011235955,0.36016927146389655,320.92919921875,83.19592005026907,42.04494382022472,13.730337078651685,0.25842696629213485,0.02247191011235955,0.07116104868913857,23.026217228464418,79.15355805243446,82.43850058570871,31.629213483146067,39.95930727737295,77.23345223939754,36.49063670411985,46.101069366896944,democrats,42.04494382022472
STANLY,9706,18713,150,10,26,12411,33396,4362,82,3176,444,18466,20774,1776,41016,2020-03-14,,46749,5098,39737,10.905046097242721,85.00074867911613,0.6306199727215618,404.51025390625,115.56938186005695,20.761941431902287,40.02866371473186,0.3208624783417827,0.02139083188945218,0.05561616291257567,26.5481614579991,87.73663607777706,85.56296586896822,9.330680870179041,10.634874195435927,84.04257996325842,71.43682217801451,81.42188414277355,republicans,40.02866371473186
STOKES,6459,15018,156,9,13,8292,27084,1208,52,1603,300,14155,15681,111,29947,2020-03-14,,36508,1552,33987,4.251123041525145,93.09466418319272,0.4924741484121324,455.94013671875,80.07191527979083,17.692012709543114,41.136189328366385,0.42730360468938317,0.024652131039772103,0.03560863372411526,22.712830064643367,82.02859647200613,77.83505154639175,3.3088638106716335,4.033793034360704,79.68929296495719,74.18647967568752,90.43977693925936,republicans,41.136189328366385
SURRY,11506,19377,131,8,11,13210,39175,1716,53,3299,1412,19873,22964,1406,44243,2020-03-14,,54351,2063,49243,3.795698331217457,90.60182885319497,0.7331670439451027,539.414306640625,100.75928526717844,21.169803683464885,35.651597946679914,0.24102592408603338,0.014719140402200511,0.020238818053025704,24.304980589133596,81.40236610181965,83.17983519146874,3.1572556162720096,3.878579662319463,79.554454440225,72.07779065702563,88.54508057771851,republicans,35.651597946679914
SWAIN,3389,2686,39,5,0,3415,7550,115,1507,362,60,4460,4985,89,9534,2020-03-14,,10868,40,7358,0.368052999631947,67.70334928229666,0.14660373192021078,539.98115234375,20.12662840698831,31.18329039381671,24.714758925285242,0.3588516746411483,0.04600662495399337,0.0,31.422524843577474,87.72543246227457,287.5,1.0581523739418477,1.2062093559890916,102.60940472954607,69.47000368053,79.19026641493602,unaffiliated,31.422524843577474
TRANSYLVANIA,6197,8152,119,3,5,10825,22968,834,46,1453,189,11360,13085,856,25301,2020-03-14,,27373,1165,25613,4.256018704562891,93.57030650641143,0.36924769542251834,380.3008544921875,71.9772245491032,22.639096920322945,29.781171227121614,0.43473495780513643,0.010959704818616885,0.018266174697694808,39.54626822050926,92.43049720527527,71.58798283261802,3.046797939575494,3.2963123987194183,89.67321282161403,83.90750009133087,90.77902059207146,unaffiliated,39.54626822050926
TYRRELL,1172,361,9,0,1,688,1418,684,7,122,35,1014,1168,49,2231,2020-03-14,,3507,1379,2013,39.321357285429144,57.39948674080411,0.04730762677992079,609.025537109375,5.758379224367692,33.41887653264899,10.293698317650414,0.2566295979469632,0.0,0.028514399771884802,19.617907043056743,63.61562589107499,49.60116026105874,19.503849443969205,30.658897355445987,70.44212617983109,40.43341887653265,63.55894217839534,democrats,33.41887653264899
UNION,38452,64703,853,39,66,53912,119231,18929,418,19447,6505,71553,79567,6905,158025,2020-03-14,,153647,18818,121666,12.247554459247496,79.18540550742937,2.0726190281877646,639.63310546875,240.21114399230638,25.026196411254368,42.111463289227906,0.5551686658379272,0.025382858109823166,0.04295560603200844,35.088221702994524,102.84938853345656,100.58986077160166,12.319797978483146,11.978484417022623,97.99861917051601,77.6006039818545,75.45071982281284,republicans,42.111463289227906
VANCE,18185,4289,78,7,19,6020,11681,14989,53,1875,576,12201,15498,899,28598,2020-03-14,,32480,16566,14709,51.00369458128079,45.28633004926108,0.4381384995186277,269.88193359375,120.34892283264782,55.98830049261084,13.205049261083744,0.24014778325123154,0.021551724137931036,0.058497536945812806,18.53448275862069,88.04802955665025,90.48050223349028,46.14839901477833,52.41275613679278,79.4139642395812,35.96366995073892,40.845513672284774,democrats,55.98830049261084
WAKE,275245,184047,5468,249,306,286676,480510,143305,1890,126286,27786,328339,376612,47040,751991,2020-03-14,,719849,153556,487769,21.331695952901235,67.75990520234105,9.710392879925635,856.2427734375,840.7066574238879,38.23649126414012,25.567445394798074,0.7596037502309512,0.034590587748263874,0.04250891506413151,39.82446318602929,104.46510309801083,93.32425955351793,19.90764729825283,19.05674403018121,98.51179554256215,66.75149927276415,63.8983711241225,unaffiliated,39.82446318602929
WARREN,8562,1891,41,1,1,2494,5128,6737,548,577,69,5767,6916,307,12990,2020-03-14,,16097,8113,6661,50.4006957818227,41.38038143753494,0.2171402532866795,443.387939453125,36.30455086318778,53.1900354103249,11.747530595763186,0.25470584580977823,0.006212337702677518,0.006212337702677518,15.49357023047773,80.69826675778096,83.03956612843584,41.85251910293844,51.86297151655119,76.98543762197868,31.85686773933031,39.476520400307926,democrats,53.1900354103249
WASHINGTON,5206,1137,21,0,0,1746,3686,4029,10,385,49,3520,4427,163,8110,2020-03-14,,9410,4367,4630,46.40807651434644,49.20297555791711,0.12693606159083395,414.98466796875,22.675536535023532,55.324123273113706,12.08289054197662,0.22316684378320936,0.0,0.0,18.55472901168969,86.18490967056323,92.26013281428898,42.81615302869288,49.67940813810111,79.61123110151188,39.17109458023379,45.450061652281136,democrats,55.324123273113706
