CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
WASHINGTON,5153,1158,18,0,0,1775,3673,4010,10,411,48,3502,4403,199,8104,2020-07-18,
WATAUGA,11864,13274,464,16,15,19292,40336,973,74,3542,1167,20292,23260,1373,44925,2020-07-18,
WAYNE,29288,23958,359,19,45,19404,41057,24147,138,7731,2355,31325,37873,3875,73073,2020-07-18,
WILKES,8197,22002,150,7,13,11216,37768,1612,46,2159,723,19014,21101,1470,41585,2020-07-18,
WILSON,27352,13490,191,9,34,14314,27337,22877,103,5073,1401,23621,29666,2103,55390,2020-07-18,
YADKIN,3486,13269,104,10,10,6730,21131,732,28,1718,753,10849,11894,866,23609,2020-07-18,
YANCEY,4442,4951,51,1,4,4166,12791,80,21,723,78,6271,6829,515,13615,2020-07-18,
ALAMANCE,36947,33755,542,19,44,32408,70535,21269,257,11654,4080,44323,54338,5054,103715,2020-05-09,
ALEXANDER,5184,10964,91,1,17,7570,21585,926,35,1281,336,11136,11985,706,23827,2020-05-09,
ALLEGHANY,2164,2727,32,2,1,2275,6657,75,8,461,176,3328,3599,274,7201,2020-05-09,
ANSON,10061,2541,28,7,23,3446,6689,6825,28,2564,84,6246,7570,2290,16106,2020-05-09,
ASHE,4536,8179,76,3,7,5719,17568,105,23,824,215,8536,9547,437,18520,2020-05-09,
AVERY,1344,6740,53,3,3,3410,10886,76,17,574,86,5327,5945,281,11553,2020-05-09,
BEAUFORT,11847,11217,99,11,11,9545,22822,7685,42,2181,468,14291,16901,1538,32730,2020-05-09,
BERTIE,8625,1465,27,2,2,2755,4585,7670,19,602,37,5517,6936,423,12876,2020-05-09,
BLADEN,10791,4465,55,1,7,6794,12629,7951,388,1145,441,9971,11744,398,22113,2020-05-09,
BRUNSWICK,26176,41670,470,18,35,38892,89822,8601,323,8515,1371,47180,54333,5748,107261,2020-05-09,
BUNCOMBE,74038,44516,1515,156,79,75228,166043,10537,377,18575,3885,85543,101057,8932,195532,2020-05-09,
BURKE,15299,20685,287,25,29,18745,47695,3182,80,4113,953,25172,28213,1685,55070,2020-05-09,
CABARRUS,41948,49506,935,50,91,48294,95231,26564,346,18683,5313,60880,71827,8117,140824,2020-05-09,
CALDWELL,11339,24152,350,35,21,15476,45865,2672,59,2777,891,23855,26296,1222,51373,2020-05-09,
CAMDEN,1786,2633,55,0,2,3273,6328,967,11,443,35,3657,3873,219,7749,2020-05-09,
CARTERET,10532,23074,249,6,15,18446,46255,2442,93,3532,554,23378,26442,2502,52322,2020-05-09,
CASWELL,6893,3481,39,2,6,4397,9120,4828,18,852,161,6630,7684,504,14818,2020-05-09,
CATAWBA,22549,44454,458,19,47,35594,83455,8944,120,10602,3382,46451,52579,4091,103121,2020-05-09,
CHATHAM,20473,13245,263,16,22,20751,41307,6047,116,7300,1730,23156,27271,4343,54770,2020-05-09,
CHEROKEE,4241,9974,126,7,8,6989,20382,217,124,622,176,10120,11157,68,21345,2020-05-09,
CHOWAN,4179,2681,30,3,1,3010,6419,3002,12,471,61,4318,5405,181,9904,2020-05-09,
CLAY,1614,3846,55,3,5,3104,8222,46,15,344,58,4001,4419,207,8627,2020-05-09,
CLEVELAND,22855,22197,279,9,34,18193,46041,13484,89,3953,669,28138,33151,2278,63567,2020-05-09,
COLUMBUS,16910,8305,81,5,15,9931,21974,10756,939,1578,314,15693,18790,764,35247,2020-05-09,
CRAVEN,21271,25026,410,28,26,22749,48771,14614,165,5960,1626,30376,36574,2560,69510,2020-05-09,
CUMBERLAND,92697,48234,1320,57,121,68965,89252,86420,2293,33429,12302,86943,109037,15414,211394,2020-05-09,
CURRITUCK,3556,8142,170,11,8,8694,18334,1082,46,1119,157,9738,10282,561,20581,2020-05-09,
DARE,7573,9334,186,11,10,11253,26219,521,36,1591,247,13068,14448,851,28367,2020-05-09,
DAVIDSON,23461,50948,481,24,43,32561,88477,10163,252,8626,2146,48278,54969,4271,107518,2020-05-09,
DAVIE,4986,15364,135,8,18,9411,25625,1878,35,2384,560,13627,15164,1131,29922,2020-05-09,
DUPLIN,12407,8391,101,2,20,8561,17972,8425,49,3036,1628,12787,15306,1389,29482,2020-05-09,
DURHAM,125025,25820,1133,113,61,77609,109892,78817,585,40467,9474,93989,119122,16650,229761,2020-05-09,
EDGECOMBE,23097,5946,81,6,12,5498,12142,20735,73,1690,437,14623,19181,836,34640,2020-05-09,
FORSYTH,102292,73648,1376,87,118,81522,159753,68740,513,30037,10555,109619,135074,14350,259043,2020-05-09,
FRANKLIN,16695,13820,247,17,30,13552,28588,10956,129,4688,1117,19297,22074,2990,44361,2020-05-09,
GASTON,41101,54583,834,42,97,44834,103491,24010,321,13669,3928,61572,73350,6569,141491,2020-05-09,
GATES,3833,1783,29,0,4,2298,4929,2581,16,421,41,3556,4049,342,7947,2020-05-09,
GRAHAM,1496,2684,26,0,2,1592,5393,4,268,135,18,2760,2970,70,5800,2020-05-09,
GRANVILLE,17271,9568,150,7,15,10895,22721,11873,78,3234,808,16179,19111,2616,37906,2020-05-09,
GREENE,5613,2245,22,5,4,3119,6134,4029,10,835,424,4881,5867,260,11008,2020-05-09,
GUILFORD,161181,90854,2047,131,143,112516,196478,125434,981,43979,10873,156926,196731,13215,366872,2020-05-09,
HALIFAX,22891,4574,95,8,5,8886,14193,19390,1067,1809,254,15813,19714,932,36459,2020-05-09,
HARNETT,24657,27193,538,23,47,23835,48939,16551,455,10348,3709,32816,39141,4336,76293,2020-05-09,
HAYWOOD,14398,14036,275,11,19,14553,40854,456,101,1881,391,19780,22705,807,43292,2020-05-09,
HENDERSON,16954,30554,483,29,31,34186,73385,2354,142,6356,1998,36292,43137,2808,82237,2020-05-09,
HERTFORD,10138,1432,33,3,9,2975,4648,9174,92,676,102,6160,8110,320,14590,2020-05-09,
HOKE,13865,6621,230,10,27,10107,12904,12184,1992,3780,2018,13596,16656,608,30860,2020-05-09,
HYDE,1553,536,16,1,0,964,2277,643,1,149,36,1399,1569,102,3070,2020-05-09,
IREDELL,28180,50939,635,35,44,42768,97959,13682,214,10746,3282,55599,62158,4844,122601,2020-05-09,
JACKSON,9433,7625,192,9,6,10597,23454,654,1372,2382,576,12301,14217,1344,27862,2020-05-09,
JOHNSTON,38231,51187,853,36,106,43119,96389,21615,377,15151,5782,59821,69177,4534,133532,2020-05-09,
JONES,3101,1980,26,1,1,2046,4425,2293,15,422,73,3227,3661,267,7155,2020-05-09,
LEE,13423,10687,208,5,21,12257,24258,7349,140,4854,2643,15788,19098,1715,36601,2020-05-09,
LENOIR,18415,9679,115,2,10,8902,19224,15510,64,2325,633,15836,19854,1433,37123,2020-05-09,
LINCOLN,12141,26743,296,17,29,18992,50174,3122,81,4841,1483,26598,29004,2616,58218,2020-05-09,
MACON,5845,10815,148,14,14,8766,24297,181,50,1074,341,11792,13557,253,25602,2020-05-09,
MADISON,5824,4307,113,10,5,6012,15098,174,27,972,165,7519,8040,712,16271,2020-05-09,
MARTIN,8870,3290,36,4,6,3836,8650,6820,29,543,129,7050,8760,232,16042,2020-05-09,
MCDOWELL,6913,11260,153,8,10,9534,26416,796,25,641,375,13205,14673,0,27878,2020-05-09,
MECKLENBURG,324218,164611,5078,246,346,257554,399055,240078,2039,110881,35793,325719,391188,35146,752053,2020-05-09,
MITCHELL,1046,6187,34,1,3,3112,9789,31,9,554,96,4833,5264,286,10383,2020-05-09,
MONTGOMERY,6238,5323,74,2,18,4467,11478,3190,42,1412,604,7380,8251,491,16122,2020-05-09,
MOORE,15843,28577,435,17,37,24603,56629,7920,310,4653,1278,31073,37075,1364,69512,2020-05-09,
NASH,31311,18874,233,8,35,15777,34633,26458,329,4818,1363,28935,35217,2086,66238,2020-05-09,
NEW HANOVER,51042,52636,1233,60,76,64069,131897,20570,386,16263,3158,72669,85284,11163,169116,2020-05-09,
NORTHAMPTON,9091,1405,26,4,3,3047,5232,7765,33,546,49,5913,7174,489,13576,2020-05-09,
ONSLOW,24987,40232,1090,39,90,41740,75519,18403,382,13874,5837,47079,56170,4929,108178,2020-05-09,
ORANGE,51596,14717,642,38,27,43552,78065,12166,260,20081,3857,46517,55735,8320,110572,2020-05-09,
PAMLICO,3200,3341,44,1,5,2633,7145,1515,27,537,82,4174,4738,312,9224,2020-05-09,
PASQUOTANK,11315,6340,168,15,11,9504,15651,9700,41,1961,284,11932,14395,1026,27353,2020-05-09,
PENDER,11492,16148,274,12,23,13851,32265,6027,100,3408,848,18960,21233,1607,41800,2020-05-09,
PERQUIMANS,3165,2702,34,2,7,3036,6613,1967,18,348,37,4062,4712,172,8946,2020-05-09,
PERSON,10975,6873,103,5,8,8169,17414,6995,123,1601,360,11565,13778,790,26133,2020-05-09,
PITT,51810,30872,731,54,69,37193,67556,41863,256,11054,2789,50757,64172,5800,120729,2020-05-09,
POLK,3909,5602,81,9,8,5858,14082,663,7,715,208,6997,8205,265,15467,2020-05-09,
RANDOLPH,16761,45924,505,22,47,26257,76175,5688,276,7377,2955,40901,45772,2843,89516,2020-05-09,
RICHMOND,13933,6190,86,10,19,8134,16980,9367,393,1632,400,12625,15123,624,28372,2020-05-09,
ROBESON,43158,10092,199,13,62,20675,21242,20562,26049,6346,1694,32642,40527,1030,74199,2020-05-09,
ROCKINGHAM,19843,21450,262,12,28,17013,43048,11307,106,4147,903,26782,31748,78,58608,2020-05-09,
ROWAN,24833,38416,426,29,50,28684,68958,15596,181,7703,2098,41268,47133,4037,92438,2020-05-09,
RUTHERFORD,12248,17447,213,11,20,13719,36597,4194,66,2801,636,19519,22545,1594,43658,2020-05-09,
SAMPSON,14275,13778,132,5,20,7966,21568,10552,525,3531,2013,15940,19403,833,36176,2020-05-09,
SCOTLAND,11187,3713,66,7,18,6204,9752,8430,1590,1423,187,8926,11501,768,21195,2020-05-09,
STANLY,9604,18883,153,13,28,12526,33432,4354,83,3338,451,18468,20798,1941,41207,2020-05-09,
STOKES,6368,15192,152,9,13,8382,27162,1211,55,1688,309,14220,15776,120,30116,2020-05-09,
SURRY,11379,19663,131,8,13,13431,39340,1746,53,3486,1450,19997,23071,1557,44625,2020-05-09,
SWAIN,3379,2678,39,5,0,3411,7532,115,1503,362,60,4449,4974,89,9512,2020-05-09,
TRANSYLVANIA,6170,8116,119,3,5,10784,22875,833,46,1443,189,11312,13036,849,25197,2020-05-09,
TYRRELL,1176,372,9,0,2,700,1424,689,7,139,35,1025,1169,65,2259,2020-05-09,
UNION,38632,65178,855,40,76,54614,119560,19034,418,20383,6613,71867,79889,7639,159395,2020-05-09,
VANCE,18076,4325,73,8,21,6072,11621,14923,53,1978,576,12150,15435,990,28575,2020-05-09,
WAKE,277743,184093,5345,260,315,290856,482326,143890,1907,130489,28188,330012,378177,50423,758612,2020-05-09,
WARREN,8545,1913,43,0,3,2540,5144,6707,546,647,72,5761,6909,374,13044,2020-05-09,
WASHINGTON,5173,1147,19,0,0,1760,3674,4017,10,398,49,3506,4412,181,8099,2020-05-09,
WATAUGA,11971,13368,482,16,14,19452,40813,993,75,3422,1212,20525,23589,1189,45303,2020-05-09,
WAYNE,29366,23822,353,19,42,19227,41130,24156,139,7404,2336,31378,37909,3542,72829,2020-05-09,
WILKES,8239,21880,142,7,13,11153,37826,1625,44,1939,723,19055,21136,1243,41434,2020-05-09,
WILSON,27501,13421,181,8,34,14220,27462,22938,104,4861,1393,23688,29759,1918,55365,2020-05-09,
YADKIN,3505,13228,99,9,10,6680,21201,732,28,1570,749,10864,11941,726,23531,2020-05-09,
YANCEY,4470,4847,51,1,4,4070,12725,80,19,619,76,6232,6796,415,13443,2020-05-09,
ALAMANCE,36896,33723,543,19,45,32401,70441,21250,257,11679,4083,44271,54283,5073,103627,2020-05-16,
ALEXANDER,5178,10956,91,1,17,7566,21568,925,35,1281,336,11126,11977,706,23809,2020-05-16,
ALLEGHANY,2163,2730,32,2,1,2277,6657,75,8,465,176,3329,3599,277,7205,2020-05-16,
ANSON,10056,2539,28,7,23,3443,6685,6822,28,2561,84,6244,7565,2287,16096,2020-05-16,
ASHE,4530,8189,77,3,7,5725,17568,105,23,835,215,8535,9549,447,18531,2020-05-16,
AVERY,1344,6739,53,3,3,3409,10884,76,17,574,86,5326,5944,281,11551,2020-05-16,
BEAUFORT,11845,11228,99,11,12,9550,22829,7685,42,2189,469,14296,16903,1546,32745,2020-05-16,
BERTIE,8615,1464,27,2,2,2752,4579,7662,19,602,37,5509,6927,426,12862,2020-05-16,
BLADEN,10787,4466,55,1,7,6797,12626,7947,389,1151,441,9969,11742,402,22113,2020-05-16,
BRUNSWICK,26182,41707,471,18,36,38917,89854,8593,324,8560,1373,47183,54348,5800,107331,2020-05-16,
BUNCOMBE,74021,44509,1515,156,79,75211,166012,10529,377,18573,3885,85516,101044,8931,195491,2020-05-16,
BURKE,15296,20697,290,25,29,18755,47700,3182,80,4130,954,25178,28212,1702,55092,2020-05-16,
CABARRUS,41947,49493,936,50,90,48297,95187,26557,346,18723,5314,60854,71807,8152,140813,2020-05-16,
CALDWELL,11303,24148,349,35,21,15469,45811,2666,59,2789,892,23818,26271,1236,51325,2020-05-16,
CAMDEN,1787,2633,55,0,2,3276,6330,968,11,444,35,3658,3875,220,7753,2020-05-16,
CARTERET,9785,22002,224,6,15,17084,43507,2194,82,3333,494,21879,24808,2429,49116,2020-05-16,
CASWELL,6882,3480,39,2,6,4393,9110,4820,18,854,161,6621,7675,506,14802,2020-05-16,
CATAWBA,22550,44457,461,19,46,35595,83433,8949,120,10626,3382,46446,52572,4110,103128,2020-05-16,
CHATHAM,20460,13235,265,16,22,20745,41279,6043,116,7305,1730,23145,27247,4351,54743,2020-05-16,
CHEROKEE,4241,9972,126,7,8,6989,20380,217,124,622,176,10120,11155,68,21343,2020-05-16,
CHOWAN,4180,2679,31,3,1,3013,6418,3003,12,474,61,4318,5406,183,9907,2020-05-16,
CLAY,1614,3846,55,3,5,3104,8222,46,15,344,58,4001,4419,207,8627,2020-05-16,
CLEVELAND,22850,22217,279,9,35,18202,46049,13481,89,3973,672,28144,33156,2292,63592,2020-05-16,
COLUMBUS,16905,8314,81,5,16,9936,21975,10757,939,1586,314,15697,18792,768,35257,2020-05-16,
CRAVEN,21253,25017,409,28,26,22766,48762,14610,165,5962,1625,30371,36561,2567,69499,2020-05-16,
CUMBERLAND,92810,48364,1321,59,121,69075,89342,86491,2298,33619,12331,86974,109071,15705,211750,2020-05-16,
CURRITUCK,3553,8152,170,11,8,8697,18342,1079,46,1124,157,9740,10285,566,20591,2020-05-16,
DARE,7571,9339,186,11,10,11267,26225,521,36,1602,246,13072,14449,863,28384,2020-05-16,
DAVIDSON,23458,50961,481,24,45,32591,88483,10164,252,8661,2146,48268,54983,4309,107560,2020-05-16,
DAVIE,4989,15362,134,8,18,9415,25624,1876,35,2391,559,13627,15161,1138,29926,2020-05-16,
DUPLIN,12392,8390,101,2,20,8565,17955,8418,49,3048,1629,12780,15291,1399,29470,2020-05-16,
DURHAM,125030,25817,1133,113,61,77623,109895,78786,586,40510,9480,93992,119089,16696,229777,2020-05-16,
EDGECOMBE,23080,5964,80,6,12,5492,12140,20719,73,1702,440,14617,19174,843,34634,2020-05-16,
FORSYTH,102307,73648,1378,87,120,81567,159725,68751,512,30119,10561,109606,135066,14435,259107,2020-05-16,
FRANKLIN,16685,13823,248,17,29,13544,28579,10947,129,4691,1116,19287,22062,2997,44346,2020-05-16,
GASTON,41110,54624,837,43,97,44840,103526,24022,321,13682,3929,61591,73384,6576,141551,2020-05-16,
GATES,3829,1796,29,0,4,2314,4943,2584,16,429,43,3567,4056,349,7972,2020-05-16,
GRAHAM,1490,2678,26,0,2,1590,5380,4,267,135,18,2752,2964,70,5786,2020-05-16,
GRANVILLE,17281,9580,150,8,15,10891,22728,11876,78,3243,806,16183,19115,2627,37925,2020-05-16,
GREENE,5609,2247,23,5,4,3118,6128,4029,10,839,424,4878,5865,263,11006,2020-05-16,
GUILFORD,161075,90792,2040,129,143,112466,196339,125337,981,43988,10873,156810,196631,13204,366645,2020-05-16,
HALIFAX,22880,4573,95,8,5,8886,14188,19380,1065,1814,254,15808,19703,936,36447,2020-05-16,
HARNETT,24674,27203,538,23,47,23840,48947,16552,455,10371,3711,32815,39155,4355,76325,2020-05-16,
HAYWOOD,14390,14032,275,11,19,14549,40841,455,101,1879,391,19771,22698,807,43276,2020-05-16,
HENDERSON,16930,30516,482,29,31,34145,73289,2354,142,6348,1997,36237,43092,2804,82133,2020-05-16,
HERTFORD,10142,1436,33,3,9,2978,4653,9173,92,683,101,6167,8110,324,14601,2020-05-16,
HOKE,13871,6623,230,10,28,10116,12911,12193,1992,3782,2021,13605,16667,606,30878,2020-05-16,
HYDE,1551,536,16,1,0,965,2275,643,1,150,36,1398,1568,103,3069,2020-05-16,
IREDELL,28176,50974,637,35,45,42808,97981,13684,214,10796,3284,55624,62163,4888,122675,2020-05-16,
JACKSON,9431,7623,192,9,6,10596,23451,653,1371,2382,576,12299,14215,1343,27857,2020-05-16,
JOHNSTON,38236,51186,853,36,106,43112,96381,21617,376,15155,5784,59819,69176,4534,133529,2020-05-16,
JONES,3104,1987,26,1,1,2050,4434,2293,15,427,73,3229,3668,272,7169,2020-05-16,
LEE,13423,10691,208,5,22,12263,24255,7349,141,4867,2643,15788,19098,1726,36612,2020-05-16,
LENOIR,18408,9681,114,2,10,8901,19219,15505,64,2328,633,15832,19847,1437,37116,2020-05-16,
LINCOLN,12124,26733,295,17,29,18988,50128,3121,80,4857,1483,26567,28987,2632,58186,2020-05-16,
MACON,5832,10808,148,14,14,8761,24272,181,50,1074,341,11781,13543,253,25577,2020-05-16,
MADISON,5824,4307,113,10,5,6012,15098,174,27,972,165,7519,8040,712,16271,2020-05-16,
MARTIN,8863,3290,36,4,6,3836,8647,6816,29,543,129,7041,8762,232,16035,2020-05-16,
MCDOWELL,6905,11249,153,8,10,9526,26389,796,25,641,375,13187,14664,0,27851,2020-05-16,
MECKLENBURG,324418,164717,5080,250,348,257782,399207,240178,2040,111170,35834,325920,391393,35282,752595,2020-05-16,
MITCHELL,1044,6181,34,1,3,3111,9780,31,9,554,96,4827,5261,286,10374,2020-05-16,
MONTGOMERY,6225,5330,75,2,19,4466,11469,3186,42,1420,605,7368,8247,502,16117,2020-05-16,
MOORE,15860,28617,436,17,37,24610,56658,7923,310,4686,1279,31091,37092,1394,69577,2020-05-16,
NASH,31239,18853,234,8,35,15740,34590,26377,329,4813,1356,28865,35152,2092,66109,2020-05-16,
NEW HANOVER,51040,52651,1231,60,77,64133,131939,20574,386,16293,3157,72690,85313,11189,169192,2020-05-16,
NORTHAMPTON,9092,1405,26,4,4,3048,5232,7765,33,549,49,5913,7175,491,13579,2020-05-16,
ONSLOW,24975,40251,1090,40,91,41752,75507,18407,382,13903,5840,47072,56172,4955,108199,2020-05-16,
ORANGE,51569,14706,643,38,28,43539,78019,12156,260,20088,3858,46484,55705,8334,110523,2020-05-16,
PAMLICO,3202,3342,45,1,5,2637,7147,1515,27,543,82,4172,4742,318,9232,2020-05-16,
PASQUOTANK,11318,6339,168,15,11,9503,15646,9700,41,1967,284,11931,14391,1032,27354,2020-05-16,
PENDER,11492,16168,275,12,23,13870,32291,6027,101,3421,848,18980,21246,1614,41840,2020-05-16,
PERQUIMANS,3165,2702,34,2,7,3035,6612,1967,18,348,37,4062,4711,172,8945,2020-05-16,
PERSON,10975,6884,102,5,8,8174,17413,6996,124,1615,360,11567,13778,803,26148,2020-05-16,
PITT,51770,30847,729,54,69,37171,67497,41844,257,11042,2787,50725,64131,5784,120640,2020-05-16,
POLK,3909,5600,81,9,8,5858,14080,663,7,715,208,6995,8205,265,15465,2020-05-16,
RANDOLPH,16750,45945,505,22,48,26265,76174,5685,274,7402,2957,40899,45769,2867,89535,2020-05-16,
RICHMOND,13913,6189,86,10,19,8136,16961,9357,394,1641,400,12614,15108,631,28353,2020-05-16,
ROBESON,43085,10090,201,13,62,20656,21204,20544,26018,6341,1693,32598,40480,1029,74107,2020-05-16,
ROCKINGHAM,19834,21452,261,12,28,17021,43043,11302,106,4157,903,26796,31733,79,58608,2020-05-16,
ROWAN,24786,38394,424,29,50,28678,68887,15583,182,7709,2097,41234,47083,4044,92361,2020-05-16,
RUTHERFORD,12243,17443,213,11,20,13719,36584,4193,66,2806,636,19508,22542,1599,43649,2020-05-16,
SAMPSON,14273,13780,132,5,20,7965,21566,10551,525,3533,2010,15939,19399,837,36175,2020-05-16,
SCOTLAND,11184,3721,66,7,18,6203,9753,8428,1591,1427,187,8927,11498,774,21199,2020-05-16,
STANLY,9597,18875,153,13,28,12531,33417,4353,83,3344,451,18462,20786,1949,41197,2020-05-16,
STOKES,6368,15201,151,9,13,8378,27155,1209,55,1701,311,14224,15774,122,30120,2020-05-16,
SURRY,11377,19670,133,9,13,13436,39347,1745,53,3493,1449,19999,23074,1565,44638,2020-05-16,
SWAIN,3369,2670,39,5,0,3408,7513,115,1501,362,60,4440,4962,89,9491,2020-05-16,
TRANSYLVANIA,6167,8104,119,3,5,10777,22855,832,46,1442,189,11301,13025,849,25175,2020-05-16,
TYRRELL,1176,372,9,0,2,699,1423,689,7,139,35,1025,1168,65,2258,2020-05-16,
UNION,38616,65201,854,40,76,54635,119534,19027,418,20443,6616,71861,79862,7699,159422,2020-05-16,
VANCE,18072,4329,73,8,21,6073,11621,14915,53,1987,576,12147,15431,998,28576,2020-05-16,
WAKE,277782,184115,5345,263,322,290942,482334,143884,1906,130645,28207,329995,378189,50585,758769,2020-05-16,
WARREN,8538,1912,43,0,3,2534,5139,6700,544,647,72,5754,6901,375,13030,2020-05-16,
WASHINGTON,5173,1147,19,0,0,1759,3675,4015,10,398,49,3506,4411,181,8098,2020-05-16,
WATAUGA,11960,13357,482,16,14,19444,40783,992,75,3423,1208,20505,23573,1195,45273,2020-05-16,
WAYNE,29359,23839,353,19,42,19234,41132,24147,139,7428,2338,31377,37906,3563,72846,2020-05-16,
WILKES,8238,21878,142,7,13,11157,37824,1625,44,1942,724,19054,21135,1246,41435,2020-05-16,
WILSON,27523,13466,183,8,34,14255,27488,22961,104,4916,1399,23716,29790,1963,55469,2020-05-16,
YADKIN,3500,13217,98,9,10,6682,21183,731,28,1574,748,10856,11932,728,23516,2020-05-16,
YANCEY,4470,4847,51,1,4,4070,12725,80,19,619,76,6232,6796,415,13443,2020-05-16,
ALAMANCE,37016,33981,570,21,47,32774,70192,21253,256,12708,4142,44162,54224,6023,104409,2020-08-08,
ALEXANDER,5125,11062,97,2,18,7597,21502,922,35,1442,341,11090,11954,857,23901,2020-08-08,
ALLEGHANY,2136,2767,30,4,2,2311,6658,74,8,510,182,3323,3604,323,7250,2020-08-08,
ANSON,10021,2605,30,8,23,3489,6681,6807,28,2660,85,6241,7546,2389,16176,2020-08-08,
ASHE,4500,8301,78,3,9,5809,17600,106,21,973,217,8564,9562,574,18700,2020-08-08,
AVERY,1372,6871,54,4,4,3511,11011,78,18,709,90,5400,6006,410,11816,2020-08-08,
BEAUFORT,11792,11410,102,15,15,9666,22893,7679,42,2386,479,14323,16914,1763,33000,2020-08-08,
BERTIE,8582,1484,30,2,1,2774,4554,7652,19,648,38,5495,6901,477,12873,2020-08-08,
BLADEN,10731,4565,58,3,7,6859,12612,7956,396,1259,440,9967,11746,510,22223,2020-08-08,
BRUNSWICK,26425,42449,500,21,37,39486,90524,8628,328,9438,1381,47523,54663,6732,108918,2020-08-08,
BUNCOMBE,75184,45217,1513,184,90,77125,167764,10676,385,20488,3984,86663,102101,10549,199313,2020-08-08,
BURKE,15238,20987,298,27,36,19012,47740,3184,80,4594,960,25231,28178,2189,55598,2020-08-08,
CABARRUS,42336,49859,964,55,100,49043,94907,26680,349,20421,5365,60815,71775,9767,142357,2020-08-08,
CALDWELL,11258,24362,355,35,25,15619,45753,2658,59,3184,900,23792,26206,1656,51654,2020-08-08,
CAMDEN,1768,2675,57,1,2,3311,6356,961,11,486,34,3669,3882,263,7814,2020-08-08,
CARTERET,9808,22234,236,6,20,17253,43529,2194,82,3752,498,21902,24827,2828,49557,2020-08-08,
CASWELL,6856,3547,40,4,6,4458,9120,4821,18,952,161,6620,7674,617,14911,2020-08-08,
CATAWBA,22593,44863,483,23,53,36075,83469,8966,119,11536,3436,46539,52624,4927,104090,2020-08-08,
CHATHAM,20656,13421,270,12,23,21063,41348,6044,115,7938,1739,23220,27309,4916,55445,2020-08-08,
CHEROKEE,4204,10222,123,10,7,7086,20530,221,124,777,180,10231,11302,119,21652,2020-08-08,
CHOWAN,4145,2718,32,3,2,3047,6421,3000,13,513,64,4343,5408,196,9947,2020-08-08,
CLAY,1618,3930,56,3,4,3164,8291,45,15,424,57,4035,4449,291,8775,2020-08-08,
CLEVELAND,22670,22585,298,12,47,18420,45949,13471,90,4522,675,28119,33085,2828,64032,2020-08-08,
COLUMBUS,16808,8505,88,5,16,10033,21965,10736,941,1813,316,15683,18772,1000,35455,2020-08-08,
CRAVEN,21255,25231,435,32,33,22999,48780,14621,161,6423,1641,30401,36594,2990,69985,2020-08-08,
CUMBERLAND,93252,48910,1406,64,143,69974,89394,86665,2312,35378,12459,87205,109242,17302,213749,2020-08-08,
CURRITUCK,3548,8317,178,12,8,8797,18480,1083,44,1253,160,9812,10358,690,20860,2020-08-08,
DARE,7621,9493,191,15,11,11365,26346,516,35,1799,245,13130,14513,1053,28696,2020-08-08,
DAVIDSON,23448,51535,495,32,53,32901,88304,10197,251,9712,2165,48236,54864,5364,108464,2020-08-08,
DAVIE,5020,15514,139,7,21,9502,25609,1878,36,2680,561,13638,15153,1412,30203,2020-08-08,
DUPLIN,12316,8475,101,3,21,8622,17873,8406,51,3208,1630,12743,15218,1577,29538,2020-08-08,
DURHAM,125929,25855,1172,121,67,78288,109536,78405,592,42899,9527,93725,118783,18924,231432,2020-08-08,
EDGECOMBE,22926,6044,85,6,14,5511,12078,20572,72,1864,439,14529,19066,991,34586,2020-08-08,
FORSYTH,102723,73696,1432,96,131,82372,159326,68696,509,31919,10644,109517,134720,16213,260450,2020-08-08,
FRANKLIN,16732,14011,268,20,28,13818,28544,10934,130,5269,1126,19272,22058,3547,44877,2020-08-08,
GASTON,41319,55412,887,46,114,45584,103737,24242,322,15061,3969,61900,73631,7831,143362,2020-08-08,
GATES,3827,1833,32,0,4,2343,4971,2586,17,465,42,3578,4073,388,8039,2020-08-08,
GRAHAM,1439,2762,24,0,4,1641,5432,4,266,168,20,2776,2995,99,5870,2020-08-08,
GRANVILLE,17224,9657,155,9,17,11012,22587,11837,78,3572,808,16086,18998,2990,38074,2020-08-08,
GREENE,5551,2294,23,5,4,3168,6115,4008,10,912,427,4881,5833,331,11045,2020-08-08,
GUILFORD,161760,91085,2100,150,162,113652,196003,125238,985,46683,10910,156937,196532,15440,368909,2020-08-08,
HALIFAX,22815,4615,97,8,6,9042,14182,19356,1061,1984,252,15800,19672,1111,36583,2020-08-08,
HARNETT,24746,27512,578,26,56,24162,48853,16573,455,11199,3770,32810,39165,5105,77080,2020-08-08,
HAYWOOD,14245,14631,287,13,28,15096,41527,463,108,2202,409,20109,23105,1086,44300,2020-08-08,
HENDERSON,17341,31184,509,36,38,35142,74271,2387,144,7448,2045,36796,43693,3761,84250,2020-08-08,
HERTFORD,10109,1439,35,3,9,3013,4633,9159,95,721,99,6161,8080,367,14608,2020-08-08,
HOKE,13942,6763,244,11,31,10258,13107,12346,1998,3798,2062,13784,16898,567,31249,2020-08-08,
HYDE,1541,545,17,1,0,977,2275,638,1,167,35,1398,1562,121,3081,2020-08-08,
